seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr20	31595150	31595269	120	*	X44415	80341	31595384	31611515	16132	+	114	upstream	114	BPIFB2
chr20	31617543	31617673	131	*	X44446	128859	31619454	31631853	12400	+	1780	upstream	1780	BPIFB6
chr20	31617745	31617782	38	*	X44447	128859	31619454	31631853	12400	+	1671	upstream	1671	BPIFB6
chr20	31617828	31617947	120	*	X44448	128859	31619454	31631853	12400	+	1506	upstream	1506	BPIFB6
chr20	31618008	31618172	165	*	X44449	128859	31619454	31631853	12400	+	1281	upstream	1281	BPIFB6
chr20	31618291	31618425	135	*	X44450	128859	31619454	31631853	12400	+	1028	upstream	1028	BPIFB6
chr20	31618788	31618967	180	*	X44451	128859	31619454	31631853	12400	+	486	upstream	486	BPIFB6
chr20	31618983	31619132	150	*	X44452	128859	31619454	31631853	12400	+	321	upstream	321	BPIFB6
chr20	31619553	31619561	9	*	X44453	128859	31619454	31631853	12400	+	0	inside	98	BPIFB6
chr20	31641151	31641570	420	*	X44474	359710	31643230	31661434	18205	+	1659	upstream	1659	BPIFB3
chr20	31641646	31641870	225	*	X44475	359710	31643230	31661434	18205	+	1359	upstream	1359	BPIFB3
chr20	31641967	31642071	105	*	X44476	359710	31643230	31661434	18205	+	1158	upstream	1158	BPIFB3
chr20	31642372	31642610	239	*	X44477	359710	31643230	31661434	18205	+	619	upstream	619	BPIFB3
chr20	31803129	31803248	120	*	X44560	128861	31805135	31815559	10425	+	1886	upstream	1886	BPIFA3
chr20	31804337	31804576	240	*	X44561	128861	31805135	31815559	10425	+	558	upstream	558	BPIFA3
chr20	31805169	31805318	150	*	X44562	128861	31805135	31815559	10425	+	0	inside	33	BPIFA3
chr20	34892805	34892939	135	*	X44637	22839	34894303	35157040	262738	+	1363	upstream	1363	DLGAP4
chr20	34893216	34893425	210	*	X44638	22839	34894303	35157040	262738	+	877	upstream	877	DLGAP4
chr20	35890017	35890166	150	*	X44726	2691	35879490	35890238	10749	-	0	inside	71	GHRH
chr20	36251019	36251228	210	*	X44867	100861522	36247700	36251521	3822	-	0	inside	292	LINC00489
chr20	36303822	36303896	75	*	X44889	100287792	36305312	36311636	6325	+	1415	upstream	1415	LOC100287792
chr20	36305412	36305561	150	*	X44890	100287792	36305312	36311636	6325	+	0	inside	99	LOC100287792
chr20	36931352	36931546	195	*	X44957	671	36932552	36965905	33354	+	1005	upstream	1005	BPI
chr20	36932297	36932582	286	*	X44958	671	36932552	36965905	33354	+	0	overlapStart	0	BPI
chr20	36932673	36932694	22	*	X44959	671	36932552	36965905	33354	+	0	inside	120	BPI
chr20	37228746	37228827	82	*	X44985	343578	37230577	37279295	48719	+	1749	upstream	1749	ARHGAP40
chr20	37229641	37230059	419	*	X44986	343578	37230577	37279295	48719	+	517	upstream	517	ARHGAP40
chr20	37230715	37230834	120	*	X44987	343578	37230577	37279295	48719	+	0	inside	137	ARHGAP40
chr20	42135278	42135350	73	*	X45332	26013	42136320	42179593	43274	+	969	upstream	969	L3MBTL1
chr20	42874306	42874397	92	*	X45370	78997	42875739	42909557	33819	+	1341	upstream	1341	GDAP1L1
chr20	44168480	44168599	120	*	X45428	140870	44162836	44168134	5299	-	345	upstream	345	WFDC6
chr20	44177165	44177182	18	*	X45431	100526773	44164919	44176065	11147	-	1099	upstream	1099	EPPIN-WFDC6
chr20	44177165	44177182	18	*	X45431	57119	44169265	44176065	6801	-	1099	upstream	1099	EPPIN
chr20	44207641	44207985	345	*	X45441	90199	44179791	44207965	28175	-	0	overlapStart	0	WFDC8
chr20	44258538	44258687	150	*	X45444	140832	44258385	44259831	1447	+	0	inside	152	WFDC10A
chr20	44259866	44260015	150	*	X45445	259240	44236578	44259907	23330	-	0	overlapStart	0	WFDC9
chr20	44330623	44330712	90	*	X45446	164237	44330655	44337456	6802	+	0	overlapStart	0	WFDC13
chr20	44349313	44349432	120	*	X45449	391253	44350988	44354335	3348	+	1555	upstream	1555	SPINT4
chr20	44746360	44746426	67	*	X45495	958	44746906	44758384	11479	+	479	upstream	479	CD40
chr20	44746562	44746687	126	*	X45496	958	44746906	44758384	11479	+	218	upstream	218	CD40
chr20	45062151	45062270	120	*	X45708	63916	44994690	45061704	67015	-	446	upstream	446	ELMO2
chr20	45063662	45063689	28	*	X45709	63916	44994690	45061704	67015	-	1957	upstream	1957	ELMO2
chr20	45086085	45086285	201	*	X45718	100130934	45085132	45086282	1151	-	0	overlapStart	0	ZNF663P
chr20	45086730	45086864	135	*	X45719	100130934	45085132	45086282	1151	-	447	upstream	447	ZNF663P
chr20	45093789	45093923	135	*	X45720	7686	45092299	45093931	1633	-	0	inside	7	MKRN7P
chr20	45179247	45179381	135	*	X45741	128506	45169670	45179213	9544	-	33	upstream	33	OCSTAMP
chr20	45179442	45179696	255	*	X45742	128506	45169670	45179213	9544	-	228	upstream	228	OCSTAMP
chr20	45180447	45180626	180	*	X45743	128506	45169670	45179213	9544	-	1233	upstream	1233	OCSTAMP
chr20	45336962	45337081	120	*	X45792	81031	45338279	45364985	26707	+	1197	upstream	1197	SLC2A10
chr20	45337292	45337531	240	*	X45793	81031	45338279	45364985	26707	+	747	upstream	747	SLC2A10
chr20	45337622	45337741	120	*	X45794	81031	45338279	45364985	26707	+	537	upstream	537	SLC2A10
chr20	45337992	45338062	71	*	X45795	81031	45338279	45364985	26707	+	216	upstream	216	SLC2A10
chr20	45521662	45521734	73	*	X45868	2139	45523263	45817492	294230	+	1528	upstream	1528	EYA2
chr20	45522590	45522769	180	*	X45869	2139	45523263	45817492	294230	+	493	upstream	493	EYA2
chr20	48101298	48101415	118	*	X46457	3745	47988505	48100490	111986	-	807	upstream	807	KCNB1
chr20	48101489	48101608	120	*	X46458	3745	47988505	48100490	111986	-	998	upstream	998	KCNB1
chr20	50179617	50179889	273	*	X46663	4773	50003494	50179370	175877	-	246	upstream	246	NFATC2
chr20	50180248	50180367	120	*	X46664	4773	50003494	50179370	175877	-	877	upstream	877	NFATC2
chr20	50180388	50180469	82	*	X46665	4773	50003494	50179370	175877	-	1017	upstream	1017	NFATC2
chr20	52790225	52790540	316	*	X46747	1591	52769988	52790516	20529	-	0	overlapStart	0	CYP24A1
chr20	52791286	52791495	210	*	X46748	1591	52769988	52790516	20529	-	769	upstream	769	CYP24A1
chr20	54822047	54822265	219	*	X46754	4159	54823788	54824871	1084	+	1522	upstream	1522	MC3R
chr20	55842474	55842728	255	*	X46931	655	55743809	55841707	97899	-	766	upstream	766	BMP7
chr20	55842868	55842965	98	*	X46932	655	55743809	55841707	97899	-	1160	upstream	1160	BMP7
chr20	55843034	55843092	59	*	X46933	655	55743809	55841707	97899	-	1326	upstream	1326	BMP7
chr20	55843209	55843358	150	*	X46934	655	55743809	55841707	97899	-	1501	upstream	1501	BMP7
chr20	55896569	55896718	150	*	X46959	100422883	55896558	55896647	90	-	0	overlapStart	0	MIR4325
chr20	55897079	55897208	130	*	X46960	100422883	55896558	55896647	90	-	431	upstream	431	MIR4325
chr20	55903184	55903318	135	*	X46962	23626	55904831	55919049	14219	+	1512	upstream	1512	SPO11
chr20	55911554	55911658	105	*	X46964	100616458	55913213	55998278	85066	+	1554	upstream	1554	NA
chr20	56134687	56134821	135	*	X47046	5105	56136137	56141513	5377	+	1315	upstream	1315	PCK1
chr20	56135582	56135701	120	*	X47047	5105	56136137	56141513	5377	+	435	upstream	435	PCK1
chr20	56195397	56195561	165	*	X47103	81030	56178902	56195632	16731	-	0	inside	70	ZBP1
chr20	56195877	56196011	135	*	X47104	81030	56178902	56195632	16731	-	244	upstream	244	ZBP1
chr20	56196132	56196236	105	*	X47105	81030	56178902	56195632	16731	-	499	upstream	499	ZBP1
chr20	56197152	56197301	150	*	X47106	81030	56178902	56195632	16731	-	1519	upstream	1519	ZBP1
chr20	56468335	56468469	135	*	X47200	100616353	56470450	56470500	51	+	1980	upstream	1980	NA
chr20	56469249	56469413	165	*	X47201	100616353	56470450	56470500	51	+	1036	upstream	1036	NA
chr20	56469564	56469573	10	*	X47202	100616353	56470450	56470500	51	+	876	upstream	876	NA
chr20	56469769	56469998	230	*	X47203	100616353	56470450	56470500	51	+	451	upstream	451	NA
chr20	56470270	56470419	150	*	X47204	100616353	56470450	56470500	51	+	30	upstream	30	NA
chr20	56723859	56724158	300	*	X47380	128602	56725983	56736183	10201	+	1824	upstream	1824	C20orf85
chr20	56725190	56725324	135	*	X47381	128602	56725983	56736183	10201	+	658	upstream	658	C20orf85
chr20	56725565	56725684	120	*	X47382	128602	56725983	56736183	10201	+	298	upstream	298	C20orf85
chr20	56725764	56725898	135	*	X47383	128602	56725983	56736183	10201	+	84	upstream	84	C20orf85
chr20	56726113	56726329	217	*	X47384	128602	56725983	56736183	10201	+	0	inside	129	C20orf85
chr20	57088431	57088550	120	*	X47443	149773	57090435	57194948	104514	+	1884	upstream	1884	APCDD1L-DT
chr20	57089001	57089150	150	*	X47444	149773	57090435	57194948	104514	+	1284	upstream	1284	APCDD1L-DT
chr20	57090449	57090545	97	*	X47445	149773	57090435	57194948	104514	+	0	inside	13	APCDD1L-DT
chr20	57090449	57090545	97	*	X47445	164284	57034426	57089949	55524	-	499	upstream	499	APCDD1L
chr20	57090786	57091265	480	*	X47446	164284	57034426	57089949	55524	-	836	upstream	836	APCDD1L
chr20	57392788	57392890	103	*	X47577	407022	57392670	57392749	80	-	38	upstream	38	MIR296
chr20	57394901	57395020	120	*	X47578	100126296	57393281	57393368	88	-	1532	upstream	1532	MIR298
chr20	57395059	57395133	75	*	X47579	100126296	57393281	57393368	88	-	1690	upstream	1690	MIR298
chr20	57414464	57414688	225	*	X47585	2778	57414795	57486250	71456	+	106	upstream	106	GNAS
chr20	57873724	57873858	135	*	X47689	1908	57875499	57901047	25549	+	1640	upstream	1640	EDN3
chr20	57874099	57874413	315	*	X47690	1908	57875499	57901047	25549	+	1085	upstream	1085	EDN3
chr20	57874669	57874788	120	*	X47691	1908	57875499	57901047	25549	+	710	upstream	710	EDN3
chr20	58150927	58151091	165	*	X47858	116154	58152564	58422766	270203	+	1472	upstream	1472	PHACTR3
chr20	58151577	58151856	280	*	X47859	116154	58152564	58422766	270203	+	707	upstream	707	PHACTR3
chr20	58151887	58152036	150	*	X47860	116154	58152564	58422766	270203	+	527	upstream	527	PHACTR3
chr20	58152047	58152205	159	*	X47861	116154	58152564	58422766	270203	+	358	upstream	358	PHACTR3
chr20	58203047	58203127	81	*	X47912	100506384	58201519	58203344	1826	-	0	inside	216	PHACTR3-AS1
chr20	58204223	58204447	225	*	X47913	100506384	58201519	58203344	1826	-	878	upstream	878	PHACTR3-AS1
chr20	58532977	58533096	120	*	X48027	60437	58533471	58608829	75359	+	374	upstream	374	CDH26
chr20	58533127	58533276	150	*	X48028	60437	58533471	58608829	75359	+	194	upstream	194	CDH26
chr20	58533427	58533606	180	*	X48029	60437	58533471	58608829	75359	+	0	overlapStart	0	CDH26
chr20	58629798	58629932	135	*	X48057	284756	58630980	58648008	17029	+	1047	upstream	1047	C20orf197
chr20	58630046	58630150	105	*	X48058	284756	58630980	58648008	17029	+	829	upstream	829	C20orf197
chr20	58630908	58631087	180	*	X48059	284756	58630980	58648008	17029	+	0	overlapStart	0	C20orf197
chr20	59826229	59826363	135	*	X48242	1002	59827482	60515673	688192	+	1118	upstream	1118	CDH4
chr20	60796225	60796267	43	*	X48776	11255	60790017	60795323	5307	-	901	upstream	901	HRH3
chr20	60796441	60796933	493	*	X48777	11255	60790017	60795323	5307	-	1117	upstream	1117	HRH3
chr20	61667470	61667715	246	*	X48827	100144597	61669363	61685215	15853	+	1647	upstream	1647	LINC01056
chr20	61667800	61667979	180	*	X48828	100144597	61669363	61685215	15853	+	1383	upstream	1383	LINC01056
chr20	61730676	61730853	178	*	X48854	768096	61732644	61735737	3094	+	1790	upstream	1790	HAR1A
chr20	61731094	61731243	150	*	X48855	768096	61732644	61735737	3094	+	1400	upstream	1400	HAR1A
chr20	61731246	61731407	162	*	X48856	768096	61732644	61735737	3094	+	1236	upstream	1236	HAR1A
chr20	61731928	61731935	8	*	X48857	768096	61732644	61735737	3094	+	708	upstream	708	HAR1A
chr20	61732116	61732275	160	*	X48858	768096	61732644	61735737	3094	+	368	upstream	368	HAR1A
chr20	62104969	62105224	256	*	X48965	3785	62037542	62103993	66452	-	975	upstream	975	KCNQ2
chr20	62105691	62105794	104	*	X48966	3785	62037542	62103993	66452	-	1697	upstream	1697	KCNQ2
chr20	62782649	62782881	233	*	X48987	4661	62783144	62873606	90463	+	262	upstream	262	MYT1
chr21	34440504	34440683	180	*	X49389	116448	34442450	34444728	2279	+	1766	upstream	1766	OLIG1
chr21	34542300	34542434	135	*	X49438	728409	34537776	34542541	4766	-	0	inside	106	LINC01548
chr21	34542675	34542839	165	*	X49439	728409	34537776	34542541	4766	-	133	upstream	133	LINC01548
chr21	34543425	34543544	120	*	X49440	728409	34537776	34542541	4766	-	883	upstream	883	LINC01548
chr21	34543632	34543961	330	*	X49441	728409	34537776	34542541	4766	-	1090	upstream	1090	LINC01548
chr21	34544037	34544171	135	*	X49442	728409	34537776	34542541	4766	-	1495	upstream	1495	LINC01548
chr21	37356874	37356880	7	*	X49496	861	36160098	37357047	1196950	-	0	inside	166	RUNX1
chr21	37357151	37357285	135	*	X49497	861	36160098	37357047	1196950	-	103	upstream	103	RUNX1
chr21	37948763	37948957	195	*	X49529	23562	37832920	37948867	115948	-	0	overlapStart	0	CLDN14
chr21	40986519	40986636	118	*	X49662	114041	40969075	40984749	15675	-	1769	upstream	1769	B3GALT5-AS1
chr21	41237682	41237884	203	*	X49700	5121	41239347	41301322	61976	+	1462	upstream	1462	PCP4
chr21	41237914	41237953	40	*	X49701	5121	41239347	41301322	61976	+	1393	upstream	1393	PCP4
chr21	42520519	42520638	120	*	X49719	284835	42513427	42519991	6565	-	527	upstream	527	LINC00323
chr21	42520794	42520898	105	*	X49720	284835	42513427	42519991	6565	-	802	upstream	802	LINC00323
chr21	42903060	42903194	135	*	X49756	7113	42836478	42903043	66566	-	16	upstream	16	TMPRSS2
chr21	43481066	43481185	120	*	X49787	89766	43483068	43563105	80038	+	1882	upstream	1882	UMODL1
chr21	43481726	43481860	135	*	X49788	89766	43483068	43563105	80038	+	1207	upstream	1207	UMODL1
chr21	45874553	45874687	135	*	X49815	81543	45875393	45878739	3347	+	705	upstream	705	LRRC3
chr21	45874868	45874873	6	*	X49816	81543	45875393	45878739	3347	+	519	upstream	519	LRRC3
chr21	45874868	45874873	6	*	X49816	100861510	45870869	45875167	4299	-	0	inside	293	LRRC3-DT
chr21	45960009	45960159	151	*	X49839	386677	45959068	45960078	1011	-	0	overlapStart	0	KRTAP10-1
chr21	45960497	45960706	210	*	X49840	386677	45959068	45960078	1011	-	418	upstream	418	KRTAP10-1
chr21	45978656	45978729	74	*	X49848	386682	45977906	45978643	738	-	12	upstream	12	KRTAP10-3
chr21	45979240	45979389	150	*	X49849	386682	45977906	45978643	738	-	596	upstream	596	KRTAP10-3
chr21	45993062	45993136	75	*	X49850	386672	45993606	45994987	1382	+	469	upstream	469	KRTAP10-4
chr21	46014264	46014343	80	*	X49856	386674	46011149	46012386	1238	-	1877	upstream	1877	KRTAP10-6
chr21	46102839	46102988	150	*	X49871	353332	46101491	46102078	588	-	760	upstream	760	KRTAP12-1
chr21	46131264	46131353	90	*	X49884	54084	45917775	46131495	213721	-	0	inside	141	TSPEAR
chr21	46132139	46132436	298	*	X49885	54084	45917775	46131495	213721	-	643	upstream	643	TSPEAR
chr21	46132722	46132943	222	*	X49886	54084	45917775	46131495	213721	-	1226	upstream	1226	TSPEAR
chr21	46133019	46133153	135	*	X49887	54084	45917775	46131495	213721	-	1523	upstream	1523	TSPEAR
chr21	47400319	47400561	243	*	X50063	1291	47401663	47424963	23301	+	1101	upstream	1101	COL6A1
chr22	17490513	17490662	150	*	X50086	128954	17442827	17489112	46286	-	1400	upstream	1400	GAB4
chr22	27014717	27014828	112	*	X50302	1414	26995362	27013991	18630	-	725	upstream	725	CRYBB1
chr22	27018162	27018281	120	*	X50303	1413	27017928	27026636	8709	+	0	inside	233	CRYBA4
chr22	32554863	32555027	165	*	X50368	150297	32545519	32555243	9725	-	0	inside	215	C22orf42
chr22	32555314	32555463	150	*	X50369	150297	32545519	32555243	9725	-	70	upstream	70	C22orf42
chr22	37308175	37308309	135	*	X50521	1439	37309675	37336479	26805	+	1365	upstream	1365	CSF2RB
chr22	37308490	37308573	84	*	X50522	1439	37309675	37336479	26805	+	1101	upstream	1101	CSF2RB
chr22	42372035	42372251	217	*	X50546	55964	42372931	42394225	21295	+	679	upstream	679	SEPTIN3
chr22	42372387	42372410	24	*	X50547	55964	42372931	42394225	21295	+	520	upstream	520	SEPTIN3
chr22	48028968	48029117	150	*	X50712	400932	48016792	48027318	10527	-	1649	upstream	1649	LINC00898
chr22	49260735	49260884	150	*	X50918	100128946	49262582	49294198	31617	+	1697	upstream	1697	LINC01310
chr3	9258115	9258135	21	*	X51298	100288831	9258579	9261192	2614	+	443	upstream	443	SRGAP3-AS3
chr3	10750762	10751107	346	*	X51535	491	10365707	10749716	384010	-	1045	upstream	1045	ATP2B2
chr3	10751258	10751377	120	*	X51536	491	10365707	10749716	384010	-	1541	upstream	1541	ATP2B2
chr3	10805903	10805937	35	*	X51570	285370	10801169	10805877	4709	-	25	upstream	25	LINC00606
chr3	10855940	10855942	3	*	X51589	6538	10857917	10980146	122230	+	1974	upstream	1974	SLC6A11
chr3	10856423	10856692	270	*	X51590	6538	10857917	10980146	122230	+	1224	upstream	1224	SLC6A11
chr3	10856723	10856842	120	*	X51591	6538	10857917	10980146	122230	+	1074	upstream	1074	SLC6A11
chr3	11032555	11032659	105	*	X51693	6529	11034420	11080935	46516	+	1760	upstream	1760	SLC6A1
chr3	11033123	11033859	737	*	X51694	6529	11034420	11080935	46516	+	560	upstream	560	SLC6A1
chr3	11061758	11061922	165	*	X51707	100874090	11047784	11060910	13127	-	847	upstream	847	SLC6A1-AS1
chr3	11062013	11062132	120	*	X51708	100874090	11047784	11060910	13127	-	1102	upstream	1102	SLC6A1-AS1
chr3	12044084	12044236	153	*	X51758	6854	12045862	12233532	187671	+	1625	upstream	1625	SYN2
chr3	12044967	12045107	141	*	X51759	6854	12045862	12233532	187671	+	754	upstream	754	SYN2
chr3	13115660	13115954	295	*	X51784	9922	12938542	13114617	176076	-	1042	upstream	1042	IQSEC1
chr3	13116492	13116701	210	*	X51785	9922	12938542	13114617	176076	-	1874	upstream	1874	IQSEC1
chr3	13972726	13972933	208	*	X52001	100132526	13974553	13978444	3892	+	1619	upstream	1619	FGD5P1
chr3	13973069	13973202	134	*	X52002	100132526	13974553	13978444	3892	+	1350	upstream	1350	FGD5P1
chr3	14860066	14860076	11	*	X52064	152273	14860469	14976072	115604	+	392	upstream	392	FGD5
chr3	25215881	25216019	139	*	X52135	5915	25215823	25639422	423600	+	0	inside	57	RARB
chr3	42309016	42309165	150	*	X52436	885	42299318	42307662	8345	-	1353	upstream	1353	CCK
chr3	42309301	42309720	420	*	X52437	885	42299318	42307662	8345	-	1638	upstream	1638	CCK
chr3	44915984	44916064	81	*	X52533	7047	44916098	44956088	39991	+	33	upstream	33	TGM4
chr3	45925969	45926103	135	*	X52559	10803	45927996	45944667	16672	+	1892	upstream	1892	CCR9
chr3	46394651	46394666	16	*	X52579	729230	46395235	46402413	7179	+	568	upstream	568	CCR2
chr3	46410911	46411030	120	*	X52583	1234	46411633	46417697	6065	+	602	upstream	602	CCR5
chr3	46777515	46777630	116	*	X52598	100287362	46761073	46777921	16849	-	0	inside	290	PRSS46P
chr3	46777661	46777795	135	*	X52599	100287362	46761073	46777921	16849	-	0	inside	125	PRSS46P
chr3	46778201	46778212	12	*	X52600	100287362	46761073	46777921	16849	-	279	upstream	279	PRSS46P
chr3	46778816	46778920	105	*	X52601	100287362	46761073	46777921	16849	-	894	upstream	894	PRSS46P
chr3	49593187	49593336	150	*	X52610	100132677	49586739	49591799	5061	-	1387	upstream	1387	BSN-DT
chr3	50542543	50542707	165	*	X52632	9254	50400231	50540892	140662	-	1650	upstream	1650	CACNA2D2
chr3	51849561	51849637	77	*	X52713	100506840	51851619	51853651	2033	+	1981	upstream	1981	IQCF4P
chr3	51858863	51858982	120	*	X52714	401067	51860890	51864874	3985	+	1907	upstream	1907	IQCF3
chr3	51860378	51860467	90	*	X52715	401067	51860890	51864874	3985	+	422	upstream	422	IQCF3
chr3	51895163	51895292	130	*	X52717	389123	51895645	51897440	1796	+	352	upstream	352	IQCF2
chr3	51895718	51895837	120	*	X52718	389123	51895645	51897440	1796	+	0	inside	72	IQCF2
chr3	107596931	107597035	105	*	X52914	151658	107560509	107596915	36407	-	15	upstream	15	LINC00635
chr3	108837097	108837231	135	*	X52938	27136	108677087	108836993	159907	-	103	upstream	103	MORC1
chr3	108837281	108837415	135	*	X52939	27136	108677087	108836993	159907	-	287	upstream	287	MORC1
chr3	109056964	109057089	126	*	X52941	55211	109044988	109056419	11432	-	544	upstream	544	DPPA4
chr3	122748237	122748371	135	*	X53027	54437	122628040	122747452	119413	-	784	upstream	784	SEMA5B
chr3	122748708	122748842	135	*	X53028	54437	122628040	122747452	119413	-	1255	upstream	1255	SEMA5B
chr3	126077648	126077707	60	*	X53241	28999	126061478	126076236	14759	-	1411	upstream	1411	KLF15
chr3	126112672	126112851	180	*	X53242	348807	126113782	126155398	41617	+	930	upstream	930	CFAP100
chr3	126242088	126242105	18	*	X53245	166012	126243131	126262134	19004	+	1025	upstream	1025	CHST13
chr3	126242131	126242415	285	*	X53246	166012	126243131	126262134	19004	+	715	upstream	715	CHST13
chr3	126242601	126242793	193	*	X53247	166012	126243131	126262134	19004	+	337	upstream	337	CHST13
chr3	126379240	126379431	192	*	X53252	255330	126380924	126390782	9859	+	1492	upstream	1492	NUP210P1
chr3	126380080	126380214	135	*	X53253	255330	126380924	126390782	9859	+	709	upstream	709	NUP210P1
chr3	126380403	126380485	83	*	X53254	255330	126380924	126390782	9859	+	438	upstream	438	NUP210P1
chr3	130277113	130277190	78	*	X53426	131873	130279178	130395888	116711	+	1987	upstream	1987	COL6A6
chr3	155838295	155838419	125	*	X53660	7881	155838337	156256927	418591	+	0	overlapStart	0	KCNAB1
chr3	172858736	172858839	104	*	X53716	83893	172607147	172859058	251912	-	0	inside	218	SPATA16
chr3	182833907	182834281	375	*	X53759	56922	182733006	182833860	100855	-	46	upstream	46	MCCC1
chr3	184277598	184277702	105	*	X53825	2049	184279587	184300196	20610	+	1884	upstream	1884	EPHB3
chr3	184278378	184278497	120	*	X53826	2049	184279587	184300196	20610	+	1089	upstream	1089	EPHB3
chr3	184871826	184872110	285	*	X53886	285382	184795838	184870802	74965	-	1023	upstream	1023	C3orf70
chr3	185827947	185828081	135	*	X53899	2119	185764106	185826901	62796	-	1045	upstream	1045	ETV5
chr3	185828617	185828796	180	*	X53900	2119	185764106	185826901	62796	-	1715	upstream	1715	ETV5
chr3	186080655	186080736	82	*	X53996	1608	185864990	186080023	215034	-	631	upstream	631	DGKG
chr3	186080863	186080924	62	*	X53997	1608	185864990	186080023	215034	-	839	upstream	839	DGKG
chr3	186081945	186082184	240	*	X53998	1608	185864990	186080023	215034	-	1921	upstream	1921	DGKG
chr3	186212094	186212228	135	*	X54035	253573	186172770	186211450	38681	-	643	upstream	643	LINC02052
chr3	194090310	194090474	165	*	X54098	131578	194075976	194090472	14497	-	0	overlapStart	0	LRRC15
chr3	194090535	194090654	120	*	X54099	131578	194075976	194090472	14497	-	62	upstream	62	LRRC15
chr3	194090671	194090705	35	*	X54100	131578	194075976	194090472	14497	-	198	upstream	198	LRRC15
chr3	194091300	194091434	135	*	X54101	131578	194075976	194090472	14497	-	827	upstream	827	LRRC15
chr3	196697210	196697431	222	*	X54128	80235	196673214	196695704	22491	-	1505	upstream	1505	PIGZ
chr4	1714934	1714968	35	*	X54139	7884	1694527	1714071	19545	-	862	upstream	862	SLBP
chr4	22694821	22694939	119	*	X54419	57733	22694537	22821195	126659	+	0	inside	283	GBA3
chr4	24797325	24797388	64	*	X54428	6649	24797085	24802467	5383	+	0	inside	239	SOD3
chr4	26492054	26492132	79	*	X54451	886	26483018	26492042	9025	-	11	upstream	11	CCKAR
chr5	139229	139571	343	*	X54629	153478	140373	190087	49715	+	801	upstream	801	PLEKHG4B
chr5	139842	139982	141	*	X54630	153478	140373	190087	49715	+	390	upstream	390	PLEKHG4B
chr5	1200376	1200704	329	*	X54839	340024	1201710	1225230	23521	+	1005	upstream	1005	SLC6A19
chr5	1200981	1201115	135	*	X54840	340024	1201710	1225230	23521	+	594	upstream	594	SLC6A19
chr5	1201281	1201655	375	*	X54841	340024	1201710	1225230	23521	+	54	upstream	54	SLC6A19
chr5	1201665	1201829	165	*	X54842	340024	1201710	1225230	23521	+	0	overlapStart	0	SLC6A19
chr5	1201959	1202495	537	*	X54843	340024	1201710	1225230	23521	+	0	inside	248	SLC6A19
chr5	1224584	1224718	135	*	X54867	348932	1225470	1246304	20835	+	751	upstream	751	SLC6A18
chr5	1224809	1224989	181	*	X54868	348932	1225470	1246304	20835	+	480	upstream	480	SLC6A18
chr5	1447072	1447221	150	*	X55006	6531	1392905	1445543	52639	-	1528	upstream	1528	SLC6A3
chr5	1709030	1709192	163	*	X55052	100422966	1708900	1708983	84	-	46	upstream	46	MIR4277
chr5	1889070	1889324	255	*	X55152	50805	1877541	1887293	9753	-	1776	upstream	1776	IRX4
chr5	6338152	6338286	135	*	X55751	401172	6310554	6337405	26852	-	746	upstream	746	LINC02145
chr5	6581261	6581410	150	*	X55826	255167	6582287	6588613	6327	+	876	upstream	876	LINC01018
chr5	6581764	6582003	240	*	X55827	255167	6582287	6588613	6327	+	283	upstream	283	LINC01018
chr5	6582296	6582520	225	*	X55828	255167	6582287	6588613	6327	+	0	inside	8	LINC01018
chr5	16618708	16618947	240	*	X56078	54463	16473147	16617167	144021	-	1540	upstream	1540	RETREG1
chr5	16937459	16937593	135	*	X56086	4651	16662016	16936385	274370	-	1073	upstream	1073	MYO10
chr5	16938196	16938345	150	*	X56087	4651	16662016	16936385	274370	-	1810	upstream	1810	MYO10
chr5	34655370	34655396	27	*	X56292	26064	34656433	34832717	176285	+	1036	upstream	1036	RAI14
chr5	34655637	34655786	150	*	X56293	26064	34656433	34832717	176285	+	646	upstream	646	RAI14
chr5	35048197	35048316	120	*	X56310	64902	34998206	35048240	50035	-	0	overlapStart	0	AGXT2
chr5	35048362	35048496	135	*	X56311	64902	34998206	35048240	50035	-	121	upstream	121	AGXT2
chr5	35048977	35049111	135	*	X56312	64902	34998206	35048240	50035	-	736	upstream	736	AGXT2
chr5	35230457	35230561	105	*	X56352	5618	35048861	35230823	181963	-	0	inside	261	PRLR
chr5	36066957	36067106	150	*	X56374	167127	36035119	36067023	31905	-	0	overlapStart	0	UGT3A2
chr5	38256899	38257003	105	*	X56496	133584	38258511	38465582	207072	+	1507	upstream	1507	EGFLAM
chr5	38257349	38257580	232	*	X56497	133584	38258511	38465582	207072	+	930	upstream	930	EGFLAM
chr5	38292010	38292144	135	*	X56508	100852408	38282371	38291088	8718	-	921	upstream	921	EGFLAM-AS4
chr5	38403241	38403360	120	*	X56538	100506475	38399916	38403573	3658	-	0	inside	212	EGFLAM-AS2
chr5	38403983	38404147	165	*	X56539	100506475	38399916	38403573	3658	-	409	upstream	409	EGFLAM-AS2
chr5	42825881	42826045	165	*	X56577	6414	42799982	42825998	26017	-	0	overlapStart	0	SELENOP
chr5	44388361	44388527	167	*	X56585	2255	44305097	44388784	83688	-	0	inside	256	FGF10
chr5	44389173	44389237	65	*	X56586	2255	44305097	44388784	83688	-	388	upstream	388	FGF10
